revision_id,revision_timestamp,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27
7312,8/15/05 20:04,,,,,,,,,,,"""Individual risk of acquiring HIV and experiencing rapid disease progression is not uniform within populations"". NIH press release Some epidemiological models suggest that over half of HIV transmission occurs in the weeks following primary HIV infection before antibodies to the virus are produced. Investigators have shown that viral loads are highest in semen and blood in the weeks before antibodies develop and estimated that the likelihood of sexual transmission from a given man to a given woman would be increased about 20-fold during primary HIV infection as compared with the same couple having the same sex act 4 months later. Most people who are infected typically suffer from days to weeks of fever with or without muscle and joint aches, fatigue, headache, sore throat, swollen glands and sometimes rash. This ""acute retroviral syndrome"" is rarely diagnosed because it is difficult to distinguish from other very common ailments.","The Department of Health and Human Services (DHHS), the federal agency responsible for overseeing HIV/AIDS healthcare policies in the United States, recommends that anti-retroviral therapy be started when the CD4 cell count is between 200 and 350/mm³. DHHS recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to begin treatment.","There is a 15-30% risk of transmission of HIV from mother to child during during pregnancy, labour and delivery. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Transmission from mother to child after birth can also occur through breastfeeding",,,,,,,,,,,,,,
7310,8/15/05 20:09,,,,,,,,,,,,,"There is a 15-30% risk of transmission of HIV from mother to child during during pregnancy, labour and delivery. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,,,,,,,,,,,,,
7309,8/15/05 20:54,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to begin treatment.",,,,,,,,,,,,,,,
7249,8/26/05 23:04,,,,,,,,,,,,,"There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,,,,,,,,,,,,,
7205,9/13/05 1:28,,,,,,,,,,,,,,"The preferred initial regimens are either efavirenz + (lamivudine or emtricitabine) + (zidovudine or tenofovir) or lopinavir boosted with ritonavir + (lamivudine or emtricitabine) plus zidovudine. The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to begin treatment.",,,,,,,,,,,,,
7056,10/18/05 9:24,,,,,,,,,,,"""Individual risk of acquiring HIV and experiencing rapid disease progression is not uniform within populations"". NIH press release Some epidemiological models suggest that over half of HIV transmission occurs in the weeks following primary HIV infection before antibodies to the virus are produced. Investigators have shown that viral loads are highest in semen and blood in the weeks before antibodies develop and estimated that the likelihood of sexual transmission from a given man to a given woman would be increased about 20-fold during primary HIV infection as compared with the same couple having the same sex act 4 months later. Most people who are infected typically suffer from days to weeks of fever with or without muscle and joint aches, fatigue,","The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to begin treatment.",,,,,,,,,,,,,,,
6976,11/7/05 21:37,,,,,,,,,,,"""Individual risk of acquiring HIV and experiencing rapid disease progression is not uniform within populations"". NIH press release Some epidemiological models suggest that over half of HIV transmission occurs in the weeks following primary HIV infection before antibodies to the virus are produced. Investigators have shown that viral loads are highest in semen and blood in the weeks before antibodies develop and estimated that the likelihood of sexual transmission from a given man to a given woman would be increased about 20-fold during primary HIV infection as compared with the same couple having the same sex act 4 months later. Most people who are infected typically suffer from days to weeks of fever with or without muscle and joint aches, fatigue,","The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to begin treatment.","There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery. In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5% (note: BC, Canada, Oak Tree Clinic data) A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,,,,,,,,,,,,,
6974,11/8/05 1:34,,,,,,,,,,,"""Individual risk of acquiring HIV and experiencing rapid disease progression is not uniform within populations"". NIH press release Some epidemiological models suggest that over half of HIV transmission occurs in the weeks following primary HIV infection before antibodies to the virus are produced. Investigators have shown that viral loads are highest in semen and blood in the weeks before antibodies develop and estimated that the likelihood of sexual transmission from a given man to a given woman would be increased about 20-fold during primary HIV infection as compared with the same couple having the same sex act 4 months later.",,,,,,,,,,,,,,,,
6972,11/8/05 19:21,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to begin treatment.","There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery. In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5% (note: BC, Canada, Oak Tree Clinic data) A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission (PMID 11873077).,,,,,,,,,,,,
6968,11/8/05 21:31,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to begin treatment.","There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery. In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5% (note: BC, Canada, Oak Tree Clinic data) A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission (PMID 11873077).,"HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 15-30% in Western countries and has only been seen in 1% of India based infections (Wadia et al., 2001).",,,,,,,,,,,
6892,11/29/05 2:36,,,,,,,,,,,,,,,,"HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 15-30% in Western countries and has only been seen in 2% of India based infections (Wadia et al., 2001).",,,,,,,,,,,
6888,11/29/05 17:04,,,,,,,,,,,,,,,,"HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 15-30% in Western countries and has only been seen in 1-2% of India based infections (Wadia et al., 2001).",,,,,,,,,,,
6794,12/6/05 22:15,,,,,,,,,,,,,,,,"HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia (Gray et al., 2001). These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 15-30% in Western countries (Heaton et al., 1995; White et al., 1995) and has only been seen in 1-2% of India based infections (Satischandra et al., 2000; Wadia et al., 2001).",,,,,,,,,,,
6793,12/6/05 22:47,,,,,,,,,,,,,"There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery (Orendi et al., 1998). In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5%. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,"Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission (Tovanabutra et al., 2002).",,,,,,,,,,,,
6792,12/6/05 23:10,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to begin treatment.",,,,,,,,,,,,,,,
6600,1/5/06 15:08,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to begin treatment.","There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery (Orendi et al., 1998). In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5%. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,"Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission (Tovanabutra et al., 2002).","HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia (Gray et al., 2001). These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 15-30% in Western countries (Heaton et al., 1995; White et al., 1995) and has only been seen in 1-2% of India based infections (Satischandra et al., 2000; Wadia et al., 2001).","A test is available to measure the small amount of HIV that escapes the lymph nodes. This test, which measures HIV RNA (HIV genetic material), is referred to as the viral load test, and it has an important role in the treatment of HIV infection.",,,,,,,,,,
6560,1/11/06 21:55,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment.","There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery (Orendi et al., 1998). In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5%. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,"Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission (Tovanabutra et al., 2002).","HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia (Gray et al., 2001). These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 15-30% in Western countries (Heaton et al., 1995; White et al., 1995) and has only been seen in 1-2% of India based infections (Satischandra et al., 2000; Wadia et al., 2001).",,,,,,,,,,,
6555,1/12/06 9:42,,,,,,,,,,,,,"There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery. In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5%. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission.,"HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 15-30% in Western countries and has only been seen in 1-2% of India based infections.",,,,,,,,,,,
6549,1/12/06 20:12,,,,,,,,,,,,,,,,"HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 10-20% in Western countries and has only been seen in 1-2% of India based infections.",,,,,,,,,,,
6537,1/14/06 20:24,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment.","There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery. In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5%. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission.,"HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 10-20% in Western countries and has only been seen in 1-2% of India based infections.",,,,,,,,,,,
6532,1/14/06 22:36,,,,,,,,,,,,,,,,"HIV-associated dementia: HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 10-20% in Western countries and has only been seen in 1-2% of India based infections.",,,,,,,,,,,
6516,1/17/06 23:54,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment .",,,,,,,,,,,,,,,
6498,1/19/06 23:14,,,,,,,,,,,,,,,Transmission of HIV does not depend on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission.,,,,,,,,,,,,
6335,2/9/06 1:02,,,,,,,,,,,,,,,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission.,"HIV-associated dementia: HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 10-20% in Western countries",,,,,,,,,,,
6333,2/9/06 1:13,,,,,,,,,,,,,,,,"HIV-associated dementia: HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 10-20% in Western countries",,,,,,,,,,,
6332,2/9/06 1:15,,,,,,,,,,,,,,,,"HIV-associated dementia: HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 10-20% in Western countries",,,,,,,,,,,
6331,2/9/06 1:18,,,,,,,,,,,,,,,,"HIV-associated dementia: HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 10-20% in Western countries and has only been seen in 1-2% of India based infections.",,,,,,,,,,,
6330,2/9/06 1:26,,,,,,,,,,,,,,,,"HIV-associated dementia: HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 10-20% in Western countries and has only been seen in 1-2% of India based infections.",,,,,,,,,,,
6322,2/9/06 17:30,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment .",,,,,,"Studies have shown that antiretroviral drugs, cesarean delivery and formula feeding reduce the chance of transmission of HIV from mother to child.",,,,,,,,,
6321,2/9/06 19:15,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment .",,,,,,,,,,,,,,,
6320,2/9/06 19:59,,,,,,,,,,,,,,,"Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission.",,,,,,,,,,,,
6318,2/9/06 20:04,,,,,,,,,,,,,"There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery. In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5%. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,,,,,,,,,,,,,
6317,2/9/06 20:30,,,,,,,,,,,,,,,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission,,,,,,,,,,,,
6316,2/9/06 20:30,,,,,,,,,,,,,,,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission,,,,,,,,,,,,
6315,2/9/06 21:28,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment.","There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery. In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5%. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission,"HIV-associated dementia: HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 10-20% in Western countries and has only been seen in 1-2% of India based infections.",,"Studies have shown that antiretroviral drugs, cesarean delivery and formula feeding reduce the chance of transmission of HIV from mother to child .",,,,,,,,,
6313,2/10/06 4:15,,,,,,,,,,,,,,,"Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission.",,,,,,,,,,,,
6294,2/12/06 15:16,,,,,,,,,,,,,,,,"HIV-associated dementia: HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia }}. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 10-20% in Western countries and has only been seen in 1-2% of India based infections.",,,,,,,,,,,
6291,2/12/06 17:31,,,,,,,,,,,,,"There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery. In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5%. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,"Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission.","HIV-associated dementia: HIV-1 associated dementia (HAD) is a metabolic encephalopathy induced by HIV infection and fueled by immune activation of brain macrophages and microglia. These cells are actively infected with HIV and secrete neurotoxins of both host and viral origin. Specific neurologic impairments are manifested by cognitive, behavioral, and motor abnormalities that occur after years of HIV infection and is associated with low CD4+ T cell levels and high plasma viral loads. Prevalence is between 10-20% in Western countries and has only been seen in 1-2% of India based infections.",,"Studies have shown that antiretroviral drugs, cesarean delivery and formula feeding reduce the chance of transmission of HIV from mother to child.",,,,,,,,,
6263,2/16/06 8:20,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment.","There is a 15-30% risk of transmission of HIV from mother to child during pregnancy, labour and delivery. In developed countries the risk can of transmission of HIV from mother to child can be as low as 0-5%. A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission.",,,,,,,,,
6237,2/18/06 23:20,,,,,,,,,,,,"The DHHS also recommends that doctors should assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment",,,,,,,,,,,,,,,
6151,3/1/06 1:12,,,,,,,,,,,,,,,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not mean that you have a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission,,,,,,,,,,,,
5899,3/28/06 1:45,,,,,,,,,,,,,,,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not necessarily indicate a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission,,,,,,,,,,,,
5864,3/30/06 20:49,,,,,,,,,,,,,,,,,,,"In developed countries where HAART is available, doctors also assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment",,,,,,,,
5841,4/3/06 16:29,,,,,,,,,,,,,,,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not necessarily indicate a low viral load in the seminal liquid or genital secretions. Each 10 fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission.,,,,"In developed countries where HAART is available, doctors also assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment.",,,,,,,,
5831,4/3/06 20:34,,,,,,,,,,,,,"A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breastfeeding.",,,,,,,,,,,,,,
5812,4/4/06 2:56,,,,,,,,,,,,,,,,,,,"In developed countries where HAART is available, doctors also assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment.",,,,,,,,
5798,4/5/06 2:16,,,,,,,,,,,,,,,,,,,,,,,,,,,
5770,4/7/06 18:52,,,,,,,,,,,,,,,,,,,"In developed countries where HAART is available, doctors assess the viral load, rapidity in CD4 decline, and patient readiness while deciding when to recommend initiating treatment.",,,,,,,,
5768,4/7/06 21:59,,,,,,,,,,,,,"A number of factors influence the risk of infection, particularly the viral load of the mother at birth (the higher the load, the higher the risk). Breastfeeding increases the risk of transmission by 10-15%. This risk depends on clinical factors and may vary according to the pattern and duration of breast-feeding.",,Transmission of HIV depends on the infectiousness of the index case and the susceptibility of the uninfected partner. Infectivity seems to vary during the course of illness and is not constant between individuals. An undetectable plasma viral load does not necessarily indicate a low viral load in the seminal liquid or genital secretions. Each 10-fold increment of seminal HIV RNA is associated with an 81% increased rate of HIV transmission.,,,,,,,,,,,,
5226,6/8/06 6:36,,,,,,,,,,,,,,,,,,,"In developed countries where HAART is available, doctors assess the viral load, rapidity in CD4 decline, and patient readiness",,,,,,,,
5225,6/8/06 6:37,,,,,,,,,,,,,,,,,,,"In developed countries where HAART is available, doctors assess the viral load, rapidity in CD4 decline, and patient readiness whil",,,,,,,,
